DOI,Title,Authors,Abstract,Section,Date
https://doi.org/10.48550/arXiv.2503.17073,title study investigate temporal robustness llm,"Jonas Wallat, Abdelrahman Abdallah, Adam Jatowt, Avishek Anand",large language model llm encapsulate surprising amount factual world knowledge however performance temporal question historical knowledge limit often understand temporal scope orientation neglect temporal aspect altogether study aim measure precisely robust llm question answer base ability process temporal information perform task require temporal reasoning temporal factual knowledge specifically design eight time sensitive robustness test factual information check sensitivity six popular llm zero shot setting overall find llms lacking temporal robustness especially temporal reformulations use different granularity temporal reference show selection eight test use automatically judge model temporal robustness user question fly finally apply finding study improve temporal qa performance percent,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.17039,title summarization metric spanish basque automatic score llm judge correlate human,"Jeremy Barnes, Naiara Perez, Alba Bonet-Jover, Begoña Altuna",study evaluation metric llm as a judge model automatic text summarization largely focus english limit understanding effectiveness language new dataset basse basque spanish summarization evaluation address situation collect human judgment abstractive summary basque spanish generate manually five llm four different prompt summary annotator evaluate five criterion likert scale coherence consistency fluency relevance use data reevaluate traditional automatic metric use evaluate summary well several llm as a judge model show strong performance task english result show currently proprietary judge llm high correlation human judgment follow criteria specific automatic metric open sourced judge llm perform poorly release basse code publicly first large scale basque summarization dataset contain news article subhead,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.17003,title survey personalized alignment missing piece large language model real world application,"Jian Guan, Junfei Wu, Jia-Nan Li, Chuanqi Cheng, Wei Wu",large language model llm demonstrate remarkable capability transition real world application reveal critical limitation inability adapt individual preference maintain alignment universal human value current alignment technique adopt one size fits all approach fail accommodate user diverse background need paper present first comprehensive survey personalized alignment a paradigm enable llms adapt behavior ethical boundary base individual preference propose unified framework comprise preference memory management personalize generation feedback based alignment systematically analyze implementation approach evaluate effectiveness various scenario examine current technique potential risk future challenge survey provide structured foundation develop adaptable ethically aligned llm,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.16965,title word outperform vision vlms self improve text only training human centered decision making,"Zhe Hu, Jing Li, Yu Yin",embody decision making fundamental ai agent operate real world environment visual language model vlms advance capability still struggle complex decision particularly human centered situation require deep reasoning human need value study systematically evaluate open sourced vlms multimodal human centered decision making task find llm receive textual description unexpectedly outperform vlm counterpart similar scale process actual image suggest visual alignment may hinder vlm ability address challenge propose novel text only training approach synthesized textual data method strengthen vlms language component transfer learned ability multimodal inference eliminate need expensive image text pair data furthermore show vlms achieve substantial performance gain self improvement use train data generate llm counterparts rather rely large teacher model finding establish efficient scalable approach enhance vlms human centered decision making capability open new avenue optimize vlms self improvement mechanism,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.16883,title assess reliability validity annotate emotion appraisal rating,"Deniss Ruder, Andero Uusberg, Kairit Sirts",appraisal theory suggest emotion arise subjective evaluation event refer appraisal taxonomy appraisal quite diverse usually give rating likert scale annotate experiencer annotator reader annotator paradigm paper study reader annotator specific appraisal rating different prompt setting aim evaluate improve performance compare human annotator find effective reader annotator perform close even slightly good human annotator result significantly improve use majority voting five completion also effectively predict appraisal rating emotion label use single prompt add instruction complexity result poor performance also find longer event description lead accurate annotation model human annotator rating work contribute grow usage llm psychology strategy improve performance annotate appraisal,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.16868,title joint extraction matter prompt based visual question answer multi field document information extraction,"Mengsay Loem, Taiju Hosaka",visual question answering vqa emerge flexible approach extract specific piece information document image however exist work typically query field isolation overlook potential dependency multiple item paper investigate merit extract multiple field jointly versus separately experiment multiple large vision language model datasets show jointly extract field often improve accuracy especially field share strong numeric contextual dependency analyze performance scale number requested item use regression base metric quantify inter field relationship result suggest multi field prompt mitigate confusion arise similar surface form related numeric value provide practical method design robust vqa system document information extraction task,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.16858,title mtbench multimodal time series benchmark temporal reasoning question answering,"Jialin Chen, Aosong Feng, Ziyu Zhao, Juan Garza, Gaukhar Nurbek, Cheng Qin, Ali Maatouk, Leandros Tassiulas, Yifeng Gao, Rex Ying",understand relationship textual news time series evolution critical yet under explored challenge applied data science multimodal learning gain traction exist multimodal time series datasets fall short evaluate cross modal reasoning complex question answering essential capture complex interaction narrative information temporal pattern bridge gap introduce multimodal time series benchmark mtbench large scale benchmark design evaluate large language model llm time series text understanding financial weather domain mtbench comprises pair time series textual data include financial news correspond stock price movement weather report align historical temperature record exist benchmark focus isolated modality mtbench provide comprehensive testbed model jointly reason structured numerical trend unstructured textual narrative richness mtbench enables formulation diverse task require deep understanding text time series data include time series forecasting semantic technical trend analysis news driven question answering qa task target model ability capture temporal dependency extract key insight textual context integrate cross modal information evaluate state of the art llm mtbench analyze effectiveness model complex relationship news narrative temporal pattern finding reveal significant challenge current model include difficulty capture long term dependency interpret causality financial weather trend effectively fuse multimodal information,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.16856,title mmcr benchmarking cross source reasoning scientific paper,"Yang Tian, Zheng Lu, Mingqi Gao, Zheng Liu, Bo Zhao",fully comprehend scientific paper machine reflect high level artificial general intelligence require ability reason fragment heterogeneous source information present complex practically significant challenge vision language model vlms make remarkable stride various task particularly involve reason evidence source single image text page ability use cross source information reason remain open problem work present mmcr high difficulty benchmark design evaluate vlms capacity reason cross source information scientific paper benchmark comprise high quality question meticulously annotate human subject task type experiment vlms demonstrate cross source reasoning present substantial challenge exist model notably even top performing model achieve overall accuracy accuracy multi table comprehension task second best model reach overall accuracy furthermore investigate impact chain of thought cot technique cross source reasoning observe detrimental effect small model whereas large model demonstrate substantially enhanced performance result highlight press need develop vlms capable effectively utilize cross source information reasoning,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.16853,title imagine hear auditory knowledge generation effective assistant language model,"Suho Yoo, Hyunjong Ok, Jaeho Lee",language model pretrained text only corpus often struggle task require auditory commonsense knowledge previous work address problem augment language model retrieve knowledge external audio database approach several limitation potential lack relevant audio database high cost associate constructing query database address issue propose imagine hear novel approach dynamically generate auditory knowledge use generative model framework detect multiple audio related textual span give prompt generates correspond auditory knowledge develop several mechanism efficiently process multiple auditory knowledge include clap based rejection sampler language audio fusion module experiment show method achieve state of the art performance auditorybench rely external database highlight effectiveness generation based approach,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.16826,title tom eat kimchi evaluate cultural bias multimodal large language model cultural mixture context,"Jun Seong Kim, Kyaw Ye Thu, Javad Ismayilzada, Junyeong Park, Eunsu Kim, Huzama Ahmad, Na Min An, James Thorne, Alice Oh",highly globalized world important multi modal large language model mllms recognize respond correctly mixed cultural input example model correctly identify kimchi korean food image asian woman eat well african man eat however current mllms show over reliance visual feature person lead misclassification entity examine robustness mllms different ethnicity introduce mixcube cross cultural bias benchmark study element five country four ethnicity finding reveal mllms achieve high accuracy low sensitivity perturbation high resource culture low resource culture best performing model overall show difference accuracy original perturbed cultural setting low resource culture dataset publicly available http url,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.16789,title conversational user ai intervention study prompt rewrite improved llm response generation,"Rupak Sarkar, Bahareh Sarrafzadeh, Nirupama Chandrasekaran, Nagu Rangan, Philip Resnik, Longqi Yang, Sujay Kumar Jauhar",human llm conversation increasingly become pervasive people professional personal life yet many user still struggle elicit helpful response llm chatbots one reason issue user lack understand craft effective prompt accurately convey information need meanwhile existence real world conversational datasets one hand text understanding faculty llm present unique opportunity study problem potential solution scale thus paper present first llm centric study real human ai chatbot conversation focus investigate aspect user query fall short express information need potential use llm rewrite suboptimal user prompt finding demonstrate rephrase ineffective prompt elicit good response conversational system preserve user original intent notably performance rewrite improves long conversation contextual inference user need make accurately additionally observe llms often need inherently make plausible assumption user intention goal interpret prompt finding largely hold true conversational domain user intent llm vary size family indicate promise use prompt rewriting solution good human ai interaction,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.16779,title chain of tool utilizing massive unseen tool cot reasoning frozen language model,"Mengsong Wu, Tong Zhu, Han Han, Xiang Zhang, Wenbiao Shao, Wenliang Chen",tool learning broaden usage scenario large language model llm however exist method either need finetune model use tool see training data add tool demonstration prompt low efficiency paper present new tool learn method chain of tool make full use powerful semantic representation capability frozen llm finish tool call cot reason huge flexible tool pool may contain unseen tool especially validate effectiveness approach massive unseen tool scenario construct new dataset simpletoolquestions conduct experiment two numerical reason benchmark funcqa two knowledge based question answer benchmark kamel simpletoolquestions experimental result show approach perform good baseline also identify dimension model output critical tool selection enhance model interpretability code data available http url,CL,21 Mar 2025
https://doi.org/10.48550/arXiv.2503.16745,title spacer parallel dataset speech production comprehension error repair,"Shiva Upadhye, Jiaxuan Li, Richard Futrell",speech error natural part communication yet rarely lead complete communicative failure speaker comprehenders detect correct error prior research examine monitoring correction production comprehension separately integrated investigation system impede scarcity parallel data study present spacer parallel dataset capture naturalistic speech error correct speaker comprehenders focus single word substitution error extract switchboard corpus accompany speaker self repairs comprehenders response offline text editing experiment exploratory analysis suggest asymmetry error correction strategy speaker likely repair error introduce great semantic phonemic deviation whereas comprehenders tend correct error phonemically similar plausible alternative fit prior context dataset enable future research integrated approach study language production comprehension,CL,20 Mar 2025
https://doi.org/10.48550/arXiv.2503.16728,title natural language generation,"Emiel van Miltenburg, Chenghua Lin",article provide brief overview field natural language generation term natural language generation nlg broad definition refers study system verbalize form information natural language information could store large database knowledge graph data to text application nlg researcher may also study summarisation text to text image captioning image to text example subfield natural language processing nlg closely relate sub discipline machine translation mt dialog system nlg researcher exclude mt definition field content selection involve system determine say conversely dialog system typically fall header natural language generation nlg one component dialog system others natural language understanding dialog management however rise large language model llm different subfields natural language processing converge similar methodology production natural language evaluation automatically generate text,CL,20 Mar 2025
https://doi.org/10.48550/arXiv.2503.16674,title llm look glass socratic self assessment donkey elephant market,"Molly Kennedy, Ayyoob Imani, Timo Spinde, Hinrich Schütze",detect avoid bias llm generated text become increasingly important medium bias often remain subtle subjective make particularly difficult identify mitigate study assess medium bias llm generated content llm ability detect subtle ideological bias conduct evaluation use two datasets poligen econolex cover political economic discourse respectively evaluate eight widely use llm prompt generate article analyze ideological preference self assessment use self assessment study aim directly measure model bias rather rely external interpretation thereby minimize subjective judgment medium bias result reveal consistent preference democratic republican position model conversely economic topic bias vary western llm develop china lean strongly socialism,CL,20 Mar 2025
https://doi.org/10.48550/arXiv.2503.16655,title accelerating antibiotic discovery large language model knowledge graph,"Maxime Delmas, Magdalena Wysocka, Danilo Gusicuma, André Freitas",discovery novel antibiotic critical address grow antimicrobial resistance amr however pharmaceutical industry face high cost billion long timeline high failure rate worsen rediscovery known compound propose llm based pipeline act alarm system detect prior evidence antibiotic activity prevent costly rediscovery system integrate organism chemical literature knowledge graph kg ensure taxonomic resolution synonym handling multi level evidence classification test pipeline private list potential antibiotic producing organism disclose negative hit evaluation result highlight effectiveness pipeline evidence reviewing reduce false negative accelerate decision making kg negative hit user interface interactive exploration make publicly available,CL,20 Mar 2025
https://doi.org/10.48550/arXiv.2503.16622,title leverage large language model explainable activity recognition smart home critical evaluation,"Michele Fiori, Gabriele Civitarese, Priyankar Choudhary, Claudio Bettini",explainable artificial intelligence xai aim uncover inner reasoning machine learning model iot system xai improve transparency model process sensor data multiple heterogeneous device ensure end user understand trust output many application xai also apply sensor based activity daily living adls recognition smart home exist approach highlight sensor event important predicted activity use simple rule convert event natural language explanation non expert user however method produce rigid explanation lack natural language flexibility scalable recent rise large language model llm worth explore enhance explanation generation consider proven knowledge human activity paper investigate potential approach combine xai llm sensor based adl recognition evaluate llm use explainable zero shot adl recognition model avoid costly label data collection b automate generation explanation exist data driven xai approach train data available goal high recognition rate critical evaluation provide insight benefit challenge use llm explainable adl recognition,CL,20 Mar 2025
https://doi.org/10.48550/arXiv.2503.16614,title classification user report detection faulty computer component use nlp model case study,"Maria de Lourdes M. Silva, André L. C. Mendonça, Eduardo R. D. Neto, Iago C. Chaves, Felipe T. Brito, Victor A. E. Farias, Javam C. Machado",computer manufacturer typically offer platform user report fault however remain significant gap platform ability effectively utilize textual report impede user describe issue word context natural language processing nlp offer promising solution enable analysis user generated text paper present innovative approach employ nlp model classify user report detect faulty computer component cpu memory motherboard video card work build dataset user report obtain many source additionally extensive experimental evaluation approach achieve accuracy dataset,CL,20 Mar 2025
https://doi.org/10.48550/arXiv.2503.16585,title distribute llm multimodal large language model survey advance challenge future direction,"Hadi Amini, Md Jueal Mia, Yasaman Saadati, Ahmed Imteaj, Seyedsina Nabavirazavi, Urmish Thakker, Md Zarif Hossain, Awal Ahmed Fime, S.S. Iyengar",language model lm machine learning model design predict linguistic pattern estimate probability word sequence base large scale datasets text lm wide range application natural language processing nlp task include autocomplete machine translation large datasets typically enhance lm performance scalability remain challenge due constraint computational power resource distribute compute strategy offer essential solution improve scalability manage grow computational demand use sensitive datasets training deployment raise significant privacy concern recent research focus develop decentralize technique enable distributed training inference utilize diverse computational resource enable edge ai paper present survey distributed solution various lm include large language model llm vision language model vlms multimodal llm mllms small language model slms llms focus processing generate text mllms design handle multiple modality data text image audio integrate broad application end paper review key advancement mllm pipeline include distributed training inference fine tuning deployment also identify contribution limitation future area improvement categorize literature base six primary focus area decentralization analysis describe gap current methodology enable distributed solution lm outline future research direction emphasize need novel solution enhance robustness applicability distributed lm,CL,20 Mar 2025
https://doi.org/10.48550/arXiv.2503.16581,title investigating retrieval augmented generation quranic study study open source large language model,"Zahra Khalila, Arbi Haza Nasution, Winda Monika, Aytug Onan, Yohei Murakami, Yasir Bin Ismail Radi, Noor Mohammad Osmani",accurate contextually faithful response critical apply large language model llm sensitive domain specific task answer query relate quranic study general purpose llm often struggle hallucination generate response deviate authoritative source raise concern reliability religious context challenge highlight need system integrate domain specific knowledge maintain response accuracy relevance faithfulness study investigate open source llm categorize large medium small retrieval augmented generation rag use make problem come use separate model research utilize descriptive dataset quranic surahs include meaning historical context quality surahs allow model gather relevant knowledge respond model evaluate use three key metric set human evaluator context relevance answer faithfulness answer relevance finding reveal large model consistently outperform small model capture query semantics produce accurate contextually grounded response model even consider small well faithfulness relevance show promise small architecture well optimize article examine trade offs model size computational efficiency response quality use llm domain specific application,CL,20 Mar 2025
https://doi.org/10.48550/arXiv.2503.16578,title seniortalk chinese conversation dataset rich annotation super aged senior,"Yang Chen, Hui Wang, Shiyao Wang, Junyang Chen, Jiabei He, Jiaming Zhou, Xi Yang, Yequan Wang, Yonghua Lin, Yong Qin",voice technology increasingly serve age population current system exhibit significant performance gap due inadequate training data capture elderly specific vocal characteristic presbyphonia dialectal variation limited data available super aged individual exist elderly speech datasets couple overly simple recording style annotation dimension exacerbate issue address critical scarcity speech data individual age introduce seniortalk carefully annotate chinese spoken dialogue dataset dataset contain hour speech natural conversation involve participant ensure strategic balance gender region age detailed annotation multiple dimension support wide range speech task perform extensive experiment speaker verification speaker diarization speech recognition speech editing task offer crucial insight development speech technology target age group,CL,20 Mar 2025
https://doi.org/10.48550/arXiv.2503.16575,title extract match score evaluation paradigm long question context answer triplet financial analysis,"Bo Hu, Han Yuan, Vlad Pandelea, Wuqiong Luo, Yingzhu Zhao, Zheng Ma",rapid advancement large language model llm spark widespread adoption diverse application make robust evaluation framework crucial assess performance conventional evaluation metric remain applicable short text efficacy diminishes evaluate quality long form answer limitation particularly critical real world scenario involve extended question extensive context long form answer financial analysis regulatory compliance paper use practical financial use case illustrate application handle long question context answer triplet construct real world financial dataset comprising long triplet demonstrate inadequacy traditional metric address propose effective extract match score ems evaluation approach tailor complexity long form llm output provide practitioner reliable methodology assess llm performance complex real world scenario,CL,20 Mar 2025
https://doi.org/10.48550/arXiv.2503.16561,title futuregen llm rag approach generate future work scientific article,"Ibrahim Al Azher, Miftahul Jannat Mokarrama, Zhishuai Guo, Sagnik Ray Choudhury, Hamed Alhoori",future work section scientific article outline potential research direction identify gap limitation current study section serve valuable resource early career researcher seek unexplored area experience researcher look new project collaboration study generate future work suggestion key section scientific article alongside related paper analyze trend evolve experiment various large language model llm integrate retrieval augmented generation rag enhance generation process incorporate llm feedback mechanism improve quality generated content propose llm as a judge approach evaluation result demonstrate rag based approach llm feedback outperform method evaluate qualitative quantitative metric moreover conduct human evaluation assess llm extractor judge code dataset project code huggingface,CL,20 Mar 2025
https://doi.org/10.48550/arXiv.2503.16554,title explainable ai component narrative map extraction,"Brian Keith, Fausto German, Eric Krokos, Sarah Joseph, Chris North",narrative extraction system grow complexity establish user trust interpretable explainable output become increasingly critical paper present evaluation explainable artificial intelligence xai system narrative map extraction provide meaningful explanation multiple level abstraction system integrate explanation base topical cluster low level document relationship connection explanation event relationship high level structure explanation overall narrative pattern particular evaluate xai system user study involve participant examine narrative cuban protest analysis result demonstrates participant use explanation make user trust system decision connection explanation important event detection prove particularly effective build user confidence survey responses indicate multi level explanation approach help user develop appropriate trust system narrative extraction capability work advance state of the art explainable narrative extraction provide practical insight develop reliable narrative extraction system support effective human ai collaboration,CL,19 Mar 2025
https://doi.org/10.48550/arXiv.2503.16553,title foundational individual mobility prediction model base open source large language model,"Zhenlin Qin, Leizhen Wang, Francisco Camara Pereira, Zhenlinag Ma",large language model llm widely apply domain specific task due massive general knowledge remarkable inference capacity current study llm show immense potential apply llm model individual mobility prediction problem however llm based mobility prediction model train specific datasets use single well designed prompt lead difficulty adapt different city user diverse context fill gap paper propose unified fine tuning framework train foundational open source llm based mobility prediction model conduct extensive experiment six real world mobility datasets validate propose model result show propose model achieve best performance prediction accuracy transferability state of the art model base deep learning llm,CL,19 Mar 2025
https://doi.org/10.48550/arXiv.2503.16550,title unified enhancement generalization robustness language model bi stage optimization,"Yudao Sun, Juan Yin, Juan Zhao, Fan Zhang, Yongheng Liu, Hongji Chen",neural network language model lm confront significant challenge generalization robustness currently many study focus improve generalization robustness isolation method address aspect simultaneously present significant challenge develop lm robust generalized paper propose bi stage optimization framework uniformly enhance generalization robustness lm term uegr specifically forward propagation stage enrich output probability distribution adversarial sample adaptive dropout generate diverse sub model incorporate j divergence adversarial loss output distribution reinforce output stability backward propagation stage compute parameter saliency score selectively update critical parameter minimize unnecessary deviation consolidate model resilience theoretical analysis show framework include gradient regularization limit model sensitivity input perturbation selective parameter update flatten loss landscape thus improve generalization robustness experimental result show method significantly improve generalization robustness lm compare exist method publicly available language datasets achieve state of the art sota performance,CL,19 Mar 2025
https://doi.org/10.48550/arXiv.2503.16544,title causal discovery counterfactual reasoning optimize persuasive dialogue policy,"Donghuo Zeng, Roberto Legaspi, Yuewen Sun, Xinshuai Dong, Kazushi Ikeda, Peter Spirtes, Kun Zhang",tailor persuasive conversation user lead effective persuasion however exist dialogue system often struggle adapt dynamically evolve user state paper present novel method leverage causal discovery counterfactual reasoning optimize system persuasion capability outcome employ greedy relaxation sparse permutation grasp algorithm identify causal relationship user system utterance strategy treat user strategy state system strategy action grasp identifies user strategy causal factor influence system response inform bidirectional conditional generative adversarial network bicogan generate counterfactual utterance system subsequently use dueling double deep q network model utilize counterfactual data determine best policy select system utterance experiment persuasionforgood dataset show measurable improvement persuasion outcome use approach baseline method observed increase cumulative reward q value highlight effectiveness causal discovery enhance counterfactual reasoning optimize reinforcement learn policy online dialogue system,CL,19 Mar 2025
https://doi.org/10.48550/arXiv.2503.16541,title poly fever multilingual fact verification benchmark hallucination detection large language model,"Hanzhi Zhang, Sumera Anjum, Heng Fan, Weijian Zheng, Yan Huang, Yunhe Feng",hallucination generative ai particularly large language model llm pose significant challenge reliability multilingual application exist benchmark hallucination detection focus primarily english widely speak language lack breadth assess inconsistency model performance diverse linguistic context address gap introduce poly fever large scale multilingual fact verification benchmark specifically design evaluate hallucination detection llm poly fever comprises label factual claim span language source fever climate fever scifact provide first large scale dataset tailor analyze hallucination pattern language enable systematic evaluation llm chatgpt llama series analysis reveal topic distribution web resource availability influence hallucination frequency uncover language specific bias impact model accuracy offer multilingual benchmark fact verification poly fever facilitates cross linguistic comparison hallucination detection contributes development reliable language inclusive ai system dataset publicly available advance research responsible ai fact checking methodology multilingual nlp promote great transparency robustness llm performance propose poly fever available http url,CL,19 Mar 2025
